Date,Store,Product,Sales,Units_Sold,Cost,Customer_Count,Promotion,Profit,Profit_Margin,Sales_Store_Mean,Sales_Deviation,Rolling_Sales_Mean
2023-04-23,Store_A,Product_1,801.76393807799,69,515.4407276961692,137,False,286.3232103818208,35.7116598519263,995.9006187034004,-194.13668062541035,916.538158476065
2023-09-24,Store_A,Product_1,806.6047713741574,26,495.228864385802,125,False,311.3759069883554,38.60328106637475,995.9006187034004,-189.29584732924297,809.4874129617117
2023-04-21,Store_A,Product_1,1308.4511892096998,93,680.449708836161,179,True,628.0014803735388,47.995789644461226,995.9006187034004,312.55057050629944,899.9097874504816
2023-03-23,Store_A,Product_1,927.1595033024125,84,575.287567761397,178,True,351.87193554101555,37.95160749447068,995.9006187034004,-68.74111540098784,894.3419242457791
2023-08-30,Store_A,Product_1,910.5707075232174,42,441.39428981293753,168,False,469.17641771027985,51.52553380356978,995.9006187034004,-85.32991118018299,950.9100218974954
2023-06-07,Store_A,Product_1,910.5707075232174,61,559.9594113281494,63,True,350.611296195068,38.50456568592486,995.9006187034004,117.78758254783043,1013.2948745321435
2023-10-05,Store_A,Product_1,1460.082017089394,65,607.5433063105038,52,True,852.5387107788902,58.38978227253197,995.9006187034004,464.1813983859936,1127.993144014785
2023-04-17,Store_A,Product_1,1028.1772493822407,60,323.15606344371486,196,True,705.0211859385258,68.57000447754737,995.9006187034004,32.27663067884032,1148.1966932307507
2023-09-08,Store_A,Product_1,687.8218194491869,23,357.19691668992357,149,False,330.62490275926336,48.068394082646336,995.9006187034004,-308.07879925421344,1085.440091787209
2023-07-09,Store_A,Product_1,1059.5842130519604,99,528.873239471996,88,False,530.7109735799644,50.086719587047966,995.9006187034004,63.683594348560064,1051.663876216067
2023-10-21,Store_A,Product_1,1021.4320455564487,57,619.6690817654638,165,False,401.7629637909848,39.33330323233742,995.9006187034004,25.531426853048288,963.9338819094779
2023-11-25,Store_A,Product_1,723.0706758610793,81,596.3088998213033,196,False,126.76177603977601,17.5310353844484,995.9006187034004,-272.8299428423211,902.9125672052456
2023-12-20,Store_A,Product_1,807.1410720487263,58,593.5881556271715,128,True,213.55291642155476,26.457941965399424,995.9006187034004,-188.75954665467407,859.8099651934803
2023-01-24,Store_A,Product_1,1123.4060340641392,69,536.738869063063,139,False,586.6671650010762,52.22218389540725,995.9006187034004,127.50541536073888,946.9268081164707
2023-11-28,Store_A,Product_1,1642.2220530881377,28,338.2637049891432,104,True,1303.9583480989945,79.40207267628328,995.9006187034004,-80.65590099300653,918.0589090481575
2023-03-10,Store_A,Product_1,892.8397073895404,28,329.26420424070534,172,True,563.5755031488351,63.121688975572255,995.9006187034004,-103.06091131385995,923.974493352307
2023-04-22,Store_A,Product_1,1022.4209893649034,31,674.4639173258681,82,False,347.9570720390353,34.032661267564116,995.9006187034004,26.52037066150308,903.4246555938619
2023-05-16,Store_A,Product_1,1287.0871571678704,54,674.4639173258681,111,False,612.6232398420022,47.59764996723527,995.9006187034004,291.18653846447,977.793143485357
2023-07-16,Store_A,Product_1,1049.8617191283458,34,604.5088474084754,117,False,445.35287171987045,42.420145777829426,995.9006187034004,53.96110042494547,1011.5173002012792
2023-10-23,Store_A,Product_1,1642.2220530881377,73,451.5950363612982,185,True,1190.6270167268394,72.50097600917668,995.9006187034004,-78.17858470889848,1016.4937655222715
2023-01-13,Store_A,Product_1,1269.8650125891688,58,666.1441013728396,69,False,603.7209112163292,47.54213284334712,995.9006187034004,273.96439388576846,1109.391382448958
2023-05-17,Store_A,Product_1,1642.2220530881377,40,401.3074675831348,168,False,1240.9145855050028,75.56314221767447,995.9006187034004,163.61995129655043,1136.8112985759676
2023-03-31,Store_A,Product_1,1056.5577392967352,87,470.92892566467805,55,False,585.6288136320572,55.42799904356035,995.9006187034004,60.65712059333487,1090.7054150017404
2023-05-28,Store_A,Product_1,1195.684422405607,91,552.2142545933935,54,True,643.4701678122134,53.816053446411104,995.9006187034004,199.78380370220657,1195.7343184988015
2023-07-06,Store_A,Product_1,955.3680731638218,87,554.360792748013,189,False,401.00728041580885,41.97411360920014,995.9006187034004,-40.532545539578564,1132.834930613732
2023-06-03,Store_A,Product_1,860.1363584344676,60,616.2458286592306,166,False,243.89052977523704,28.35486808383983,995.9006187034004,-135.76426026893273,1072.9580883006354
2023-10-01,Store_A,Product_1,1168.1468964259097,47,520.7802507353314,157,True,647.3666456905784,55.41825669967337,995.9006187034004,172.24627772250938,1095.2759197264702
2023-08-08,Store_A,Product_1,1342.4080568035786,28,325.23634901717384,77,False,1017.1717077864048,75.77216947046658,995.9006187034004,346.5074381001782,1104.348761446677
2023-05-23,Store_A,Product_1,1460.7277504209578,27,352.0555776860276,160,False,1108.6721727349302,75.89861782357657,995.9006187034004,464.82713171755745,1157.357427049747
2023-09-03,Store_A,Product_1,1158.8491182001935,10,457.4138413598402,136,True,701.4352768403533,60.52861117327777,995.9006187034004,162.94849949679315,1198.0536360570215
2023-03-11,Store_A,Product_1,1049.6547865822893,58,337.4400633340548,101,False,712.2147232482345,67.85228175515012,995.9006187034004,53.75416787888889,1235.9573216865858
2023-01-26,Store_A,Product_1,984.7273601358731,76,469.77035674613103,117,False,514.9570033897421,52.294373471931166,995.9006187034004,-11.173258567527228,1113.06800810962
2023-04-13,Store_A,Product_2,1055.8082584400274,33,601.0515284806527,180,True,454.75672995937475,43.07190499071154,995.9006187034004,59.90763973662706,1055.8082584400274
2023-08-29,Store_A,Product_2,838.3012794213624,75,449.8242956415463,94,True,388.4769837798161,46.34097469682528,995.9006187034004,-157.59933928203793,947.054768930695
2023-12-04,Store_A,Product_2,1231.7191158014807,17,449.8242956415463,184,False,781.8948201599344,63.47996147247863,995.9006187034004,235.81849709808034,1041.9428845542902
2023-05-04,Store_A,Product_2,845.6361844486489,67,666.1301730608154,171,True,179.5060113878335,21.22733330112531,995.9006187034004,-150.26443425475145,992.8662095278798
2023-05-24,Store_A,Product_2,1362.7333151757816,85,540.4582895117525,58,False,822.2750256640292,60.3401279257609,995.9006187034004,366.83269647238126,1066.8396306574602
2023-06-26,Store_A,Product_2,1051.8778617999387,14,530.2348290331643,151,False,521.6430327667745,49.59159724819725,995.9006187034004,55.97724309653836,1066.0535513294426
2023-12-31,Store_A,Product_2,974.4164817038467,24,404.44595593995746,168,False,569.9705257638892,58.49352268418626,995.9006187034004,-21.484136999553698,1093.2765917859392
2023-08-25,Store_A,Product_2,1467.7513625846395,32,580.5735299526118,112,False,887.1778326320277,60.44469487459717,995.9006187034004,54.13747974612829,1056.9403883155487
2023-07-17,Store_A,Product_2,946.2222618890339,72,580.5735299526118,153,False,365.6487319364221,38.64300668708033,995.9006187034004,-49.67835681436645,1077.0576038036259
2023-12-29,Store_A,Product_2,1108.2003745207257,64,513.2936185222691,160,False,594.9067559984567,53.68223740726869,995.9006187034004,112.29975581732538,1026.1510156726147
2023-01-03,Store_A,Product_2,993.0630225226438,58,523.421473253652,170,False,469.64154926899175,47.29221999183672,995.9006187034004,-2.8375961807565773,1014.3880478171557
2023-04-23,Store_A,Product_2,993.0630225226438,80,432.95684329537403,123,False,560.1061792272698,56.40187646947636,995.9006187034004,-74.08833263644544,1003.8672086897774
2023-09-24,Store_A,Product_2,999.2794921818863,95,384.1635310807457,141,False,615.1159611011406,61.55594765164847,995.9006187034004,3.378873478485957,993.715487436249
2023-04-21,Store_A,Product_2,734.9847058127905,37,607.3052159003126,115,False,127.67948991247783,17.371720649789868,995.9006187034004,-260.9159128906099,951.4679762210002
2023-03-23,Store_A,Product_2,965.3856351432261,24,501.5579047581468,114,False,463.8277303850793,48.045849606646065,995.9006187034004,-30.5149835601743,922.9050283455005
2023-08-30,Store_A,Product_2,890.5019286002379,44,406.222016613009,60,True,484.2799119872289,54.38280327460478,995.9006187034004,-105.3986901031625,902.392809561019
2023-06-07,Store_A,Product_2,762.417438271587,11,464.6983943274438,69,False,297.7190439441432,39.049348690013865,995.9006187034004,-233.48318043181337,870.5138400019456
2023-10-05,Store_A,Product_2,1362.2750057329963,48,562.3548856901638,157,False,799.9201200428325,58.7194301206768,995.9006187034004,366.37438702959594,992.5822951892457
2023-04-17,Store_A,Product_2,1206.5927894305612,73,480.50547915710416,98,False,726.087310273457,60.1766657843303,995.9006187034004,210.69217072716083,1040.8237260467126
2023-09-08,Store_A,Product_2,952.3443078600834,87,398.6262008584136,133,True,553.7181070016698,58.14263837475689,995.9006187034004,-43.556310843316965,1148.2345436326436
2023-07-09,Store_A,Product_2,1096.029227244474,63,773.0867233223568,175,True,322.9425039221172,29.46477118443517,995.9006187034004,100.12860854107362,1170.9740954419024
2023-10-21,Store_A,Product_2,1096.029227244474,59,514.18610552075,118,True,581.843121723724,53.086460402751776,995.9006187034004,-183.53609378894146,1060.9919992781947
2023-11-25,Store_A,Product_2,1177.0917917800675,31,578.9134025146678,142,True,598.1783892653997,50.818329839918356,995.9006187034004,181.19117307666716,1055.091799748096
2023-12-20,Store_A,Product_2,1112.0612882646212,27,438.4371325502435,145,False,673.6241557143777,60.574373267283896,995.9006187034004,116.16066956122086,1029.978228012741
2023-01-24,Store_A,Product_2,1210.722479848732,56,427.6537191129712,153,True,783.0687607357609,64.67780798400618,995.9006187034004,214.8218611453317,1081.6538624104705
2023-11-28,Store_A,Product_2,1107.0282870910642,26,575.9387939309157,156,False,531.0894931601484,47.97433808630953,995.9006187034004,111.12766838766379,1083.853674379789
2023-03-10,Store_A,Product_2,1108.2113526985277,22,484.65157210441436,133,False,623.5597805941134,56.26722547785914,995.9006187034004,112.3107339951273,1065.112795373934
2023-04-22,Store_A,Product_2,1314.4484333039306,87,441.958315278197,171,False,872.4901180257336,66.37689968808338,995.9006187034004,318.5478146005303,994.6956926975629
2023-05-16,Store_A,Product_2,771.1477137216584,92,505.72903544530163,93,False,265.4186782763568,34.41865592720388,995.9006187034004,-224.75290498174195,927.5195780236818
2023-07-16,Store_A,Product_2,929.7171528572535,83,656.3413358832108,110,False,273.37581697404266,29.404192031295796,995.9006187034004,-66.18346584614687,955.9548948017875
2023-10-23,Store_A,Product_2,717.0048256247903,22,370.0105720703675,85,True,346.9942535544228,48.39496767013468,995.9006187034004,-278.89579307861004,877.71358938704
2023-01-13,Store_A,Product_2,846.515799985665,10,412.3615266554697,192,True,434.15427333019534,51.287202594156824,995.9006187034004,-149.38481871773536,915.7667850986596
2023-05-17,Store_A,Product_2,1017.0418899267802,33,200.88640290992765,167,False,816.1554870168525,80.24797160278322,995.9006187034004,21.141271223379817,856.2854764232295
2023-03-31,Store_A,Product_2,939.6437225900495,24,473.42861623885415,103,False,466.21510635119535,49.61615718201281,995.9006187034004,-56.25689611335088,889.9846781969078
2023-05-28,Store_A,Product_2,843.9601741765075,67,633.057490403904,117,True,210.9026837726035,24.989648827729503,995.9006187034004,-151.94044452689286,835.9221239983942
2023-07-06,Store_A,Product_2,1133.0833647383556,80,694.1217436463749,95,True,438.96162109198076,38.740452357920105,995.9006187034004,137.18274603495524,893.2356369489323
2023-06-03,Store_A,Product_2,1064.0554821942192,22,517.5494967960992,138,False,546.50598539812,51.360666294501335,995.9006187034004,68.1548634908188,902.6383554024203
2023-10-01,Store_A,Product_2,1085.1687317259657,91,541.8205755887972,162,False,543.3481561371685,50.070384471267516,995.9006187034004,89.26811302256533,931.7433572296035
2023-08-08,Store_A,Product_2,840.8885864118236,49,542.4393937861013,129,False,298.4491926257223,35.49212076944012,995.9006187034004,-155.01203229157682,993.4312678493743
2023-05-23,Store_A,Product_2,805.3242323945931,17,600.713333647316,116,True,204.61089874727713,25.40726958369009,995.9006187034004,-190.5763863088073,985.7040794929915
2023-09-03,Store_A,Product_2,805.3242323945931,59,622.9214784297051,112,False,182.402753964888,22.649604547788428,995.9006187034004,39.83832465869477,966.2351952177393
2023-03-11,Store_A,Product_2,1051.08676891441,18,328.34581118135475,125,False,722.7409577330552,68.76130297782372,995.9006187034004,55.18615021100959,963.6414525617774
2023-01-26,Store_A,Product_2,982.5129342445638,39,554.8319627554499,98,False,427.68097148911386,43.52929682477411,995.9006187034004,-13.387684458836588,943.68070751021
2023-04-13,Store_A,Product_3,883.824373195297,30,447.48301928218524,107,False,436.34135391311173,49.36969008170747,995.9006187034004,-112.0762455081034,883.824373195297
2023-08-29,Store_A,Product_3,978.9485731997642,53,404.46535552822957,133,False,574.4832176715346,58.68369732577419,995.9006187034004,-16.952045503636214,931.3864731975306
2023-12-04,Store_A,Product_3,1507.2472336353073,68,311.34719542143614,164,False,1195.900038213871,79.34332281569344,995.9006187034004,87.723085687717,982.1322169287263
2023-05-04,Store_A,Product_3,1063.5534064874237,57,338.77726928254765,138,False,724.776137204876,68.14666125686904,995.9006187034004,67.6527877840233,1002.4875143184006
2023-05-24,Store_A,Product_3,835.5559208867137,16,524.3687211491913,190,True,311.1871997375224,37.24313262088819,995.9006187034004,-160.34469781668668,969.1011956320632
2023-06-26,Store_A,Product_3,1319.2285887803268,83,560.1053944211536,132,True,759.1231943591732,57.542961152851404,995.9006187034004,323.3279700769265,1056.182038749069
2023-12-31,Store_A,Product_3,870.6854231514947,53,391.84519963856053,74,False,478.84022351293413,54.99577812842497,995.9006187034004,-125.21519555190571,1034.5294087394154
2023-08-25,Store_A,Product_3,1065.3854747528326,75,478.08994711911356,102,False,587.2955276337191,55.125167514600335,995.9006187034004,69.48485604943221,1030.881762811758
2023-07-17,Store_A,Product_3,864.4867574532586,96,514.9286563472477,172,False,349.5581011060109,40.435333230065226,995.9006187034004,-131.41386125014174,991.0684330049253
2023-12-29,Store_A,Product_3,990.0382736346849,45,514.9286563472477,197,True,475.1096172874371,47.98901516637207,995.9006187034004,-5.862345068715513,1021.9649035545195
2023-01-03,Store_A,Product_3,1196.8644796953167,55,478.6011155774491,137,False,718.2633641178677,60.01208794338307,995.9006187034004,200.96386099191636,997.4920817375175
2023-04-23,Store_A,Product_3,929.7718612358321,88,610.7388428338713,86,True,319.0330184019608,34.31304298431975,995.9006187034004,-66.12875746756822,1009.3093693543851
2023-09-24,Store_A,Product_3,955.8071652340673,11,502.6885838994531,82,False,453.1185813346142,47.40690359060555,995.9006187034004,-40.0934534693331,987.3937074506318
2023-04-21,Store_A,Product_3,1003.377011683979,85,490.62345504773293,94,True,512.7535566362461,51.10278097518758,995.9006187034004,7.47639298057868,1015.171758296776
2023-03-23,Store_A,Product_3,1318.9010126449944,69,415.30386516816725,142,False,903.5971474768271,68.51136960344773,995.9006187034004,323.000393941594,1080.9443060988378
2023-08-30,Store_A,Product_3,1291.8987206767042,34,331.46890612380594,51,True,960.4298145528983,74.34250062960194,995.9006187034004,295.99810197330385,1099.9511542951154
2023-06-07,Store_A,Product_3,1024.6460545829325,63,570.9461817429856,82,False,453.6998728399469,44.27869221871146,995.9006187034004,28.745435879532124,1118.9259929645355
2023-10-05,Store_A,Product_3,875.5243610018395,67,547.8089996627456,193,False,327.7153613390939,37.43075303628306,995.9006187034004,-120.37625770156092,1041.8171532450237
2023-04-17,Store_A,Product_3,1031.2756245836556,99,533.1971733953483,53,True,498.0784511883073,48.29731638323077,995.9006187034004,35.37500588025523,984.292075632756
2023-09-08,Store_A,Product_3,918.8750017575868,96,493.2608764281806,199,False,425.6141253294062,46.31904497513903,995.9006187034004,-77.02561694581357,855.9935364795772
2023-07-09,Store_A,Product_3,883.8444422992056,26,585.3713045682828,137,False,298.4731377309229,33.76987210039858,995.9006187034004,-112.05617640419473,893.1393014756889
2023-10-21,Store_A,Product_3,1005.590291048892,54,541.8187078467749,53,True,463.7715832021171,46.1193377989335,995.9006187034004,9.689672345491658,919.1524874850993
2023-11-25,Store_A,Product_3,1015.8000167222125,73,607.9543620811642,175,False,407.8456546410483,40.15019176285174,995.9006187034004,19.89939801881212,916.0573659128107
2023-12-20,Store_A,Product_3,1037.942345745105,17,590.1610914568407,183,True,447.78125428826434,43.14124538071686,995.9006187034004,42.04172704170469,972.4104195146003
2023-01-24,Store_A,Product_3,1046.3296030967965,51,609.7842360888272,183,False,436.5453670079693,41.72159190717117,995.9006187034004,50.42898439339615,997.9013397824423
2023-11-28,Store_A,Product_3,1209.9968585142767,74,609.7842360888272,88,False,600.2126224254495,49.60447774735835,995.9006187034004,214.09623981087634,1063.1318230254565
2023-03-10,Store_A,Product_3,762.90752928098,28,552.0968165574828,177,False,210.8107127234972,27.632537972482808,995.9006187034004,-232.99308942242033,993.0247312640988
2023-04-22,Store_A,Product_3,956.596589915126,82,469.15172115441806,77,False,487.4448687607079,50.95615789347069,995.9006187034004,-39.30402878827442,911.4728770655129
2023-05-16,Store_A,Product_3,911.3911957743036,15,469.15172115441806,194,True,442.2394746198855,48.523562293595106,995.9006187034004,-84.50942292909679,851.7517445175183
2023-07-16,Store_A,Product_3,1099.9728247480743,33,360.06938251980586,188,False,739.9034422282684,67.26561107523068,995.9006187034004,104.07220604467398,890.156845530466
2023-10-23,Store_A,Product_3,924.1191002028316,73,533.2065249164407,176,False,390.91257528639096,42.30110331023252,995.9006187034004,-71.78151850056872,922.3991597148364
2023-01-13,Store_A,Product_3,800.0494397823736,32,533.2065249164407,121,True,266.8429148659329,33.353303133181186,995.9006187034004,-195.85117892102676,938.4258300845419
2023-05-17,Store_A,Product_3,800.0494397823736,19,581.6006848774423,116,True,218.44875490493132,27.3044069581941,995.9006187034004,169.04918261105922,980.0964723644086
2023-03-31,Store_A,Product_3,857.0970935188523,44,589.6974438620474,109,True,267.39964965680485,31.198291497989228,995.9006187034004,-138.8035251845481,969.2376519133182
2023-05-28,Store_A,Product_3,1178.5907740217538,70,682.9620201716087,132,False,495.628753850145,42.05265854567066,995.9006187034004,182.6901553183534,992.2765369503925
2023-07-06,Store_A,Product_3,1046.2891845051145,36,564.6489537725771,165,False,481.64023073253736,46.033184502461324,995.9006187034004,50.388565801714094,1041.5244858949407
2023-06-03,Store_A,Product_3,1125.366731405626,16,564.6489537725771,159,False,560.717777633049,49.825337997391394,995.9006187034004,129.4661127022257,1033.607871913174
2023-10-01,Store_A,Product_3,988.5806778327893,66,573.3645146681296,134,False,415.21616316465975,42.0012420306368,995.9006187034004,-7.319940870611049,1059.9045887759614
2023-08-08,Store_A,Product_3,1227.7469548547213,31,697.0258448634137,65,False,530.7211099913076,43.227238959359305,995.9006187034004,231.84633615132088,1113.314864524001
2023-05-23,Store_A,Product_3,1227.7469548547213,20,477.2523740046592,148,False,750.494580850062,61.127790045210716,995.9006187034004,71.32837390184545,1091.0425082406996
2023-09-03,Store_A,Product_3,1497.0379833357783,57,526.477531097798,182,False,970.5604522379804,64.83205256257605,995.9006187034004,501.13736463237797,1181.1922680068321
2023-03-11,Store_A,Product_3,1023.119599412744,80,388.3595220049968,132,False,634.7600774077473,62.04163010581466,995.9006187034004,27.21898070934367,1160.7428416082557
2023-01-26,Store_A,Product_3,1371.1006629588526,97,522.4234744535291,175,False,848.6771885053234,61.89751135222029,995.9006187034004,375.2000442554522,1255.9480380805862
2023-04-13,Store_A,Product_4,655.0164334973935,68,443.77124707590275,64,False,211.2451864214907,32.25036436010751,995.9006187034004,-340.8841852060069,655.0164334973935
2023-08-29,Store_A,Product_4,1274.3724267099553,98,517.5553293954832,178,True,756.8170973144721,59.38743505839539,995.9006187034004,278.47180800655497,964.6944301036744
2023-12-04,Store_A,Product_4,1274.3724267099553,60,350.1704362628069,57,False,924.2019904471484,72.52212705458159,995.9006187034004,112.02122161333273,1012.436900174694
2023-05-04,Store_A,Product_4,1075.4592530920818,31,665.135098647949,142,False,410.3241544441328,38.15338919297954,995.9006187034004,79.55863438868141,1028.192488404041
2023-05-24,Store_A,Product_4,1177.240393225875,75,476.6296820685995,54,False,700.6107111572755,59.512969074860024,995.9006187034004,181.33977452247473,1058.0020693684078
2023-06-26,Store_A,Product_4,786.4759141234811,60,485.76205149787063,53,True,300.71386262561043,38.235609918296454,995.9006187034004,-209.4247045799193,1084.2939654936254
2023-12-31,Store_A,Product_4,1337.428327014513,76,588.1639756949451,158,False,749.2643513195678,56.02276669226233,995.9006187034004,341.5277083111125,1096.9051455545368
2023-08-25,Store_A,Product_4,823.036811616403,15,528.6941261224298,116,False,294.34268549397325,35.76300371254342,995.9006187034004,-172.86380708699733,1039.9281398144708
2023-07-17,Store_A,Product_4,910.3945720399539,58,287.59019256698264,79,False,622.8043794729713,68.41037925758181,995.9006187034004,-85.50604666344645,1006.9152036040452
2023-12-29,Store_A,Product_4,1047.1999513354663,82,523.2676357913795,122,True,523.9323155440868,50.03173604772707,995.9006187034004,51.2993326320659,980.9071152259634
2023-01-03,Store_A,Product_4,1047.1999513354663,61,538.2409746184051,53,True,508.9589767170612,48.60189079153407,995.9006187034004,-220.4450230158601,978.7030515387753
2023-04-23,Store_A,Product_4,1498.0525241958987,77,540.8512348377426,66,False,957.2012893581561,63.89637705606802,995.9006187034004,39.20854727470123,918.2392193314929
2023-09-24,Store_A,Product_4,722.9256268660536,47,389.26804866536884,152,True,333.6575782006847,46.15379034868632,995.9006187034004,-272.9749918373468,898.2169823814231
2023-04-21,Store_A,Product_4,1086.6289538463818,23,470.0490861827792,129,False,616.5798676636026,56.742447868803005,995.9006187034004,90.72833514298145,933.4638587427086
2023-03-23,Store_A,Product_4,872.2076504620995,53,367.69102065925017,151,True,504.51662980284937,57.84363729618218,995.9006187034004,-123.69296824130083,898.4653985680354
2023-08-30,Store_A,Product_4,1334.4558472173699,51,592.2932182209408,167,False,742.162628996429,55.61537540144166,995.9006187034004,338.5552285139695,1010.2654488740012
2023-06-07,Store_A,Product_4,1492.9755271715367,63,469.98597156075084,174,False,1022.9895556107858,68.52018248074394,995.9006187034004,497.0749084681363,1101.8387211126883
2023-10-05,Store_A,Product_4,1107.8264206365611,13,534.1629219369114,153,True,573.6634986996497,51.78279629493044,995.9006187034004,111.92580193316076,1179.891974815078
2023-04-17,Store_A,Product_4,945.1543285890938,93,400.06872423498623,85,True,545.0856043541075,57.671597946104704,995.9006187034004,-50.74629011430659,1194.4813104404768
2023-09-08,Store_A,Product_4,1102.6211596352166,51,474.04533224160826,68,False,628.5758273936083,57.00741563870966,995.9006187034004,106.72054093181623,986.8923925686104
2023-07-09,Store_A,Product_4,1039.0750568703488,48,599.2460831494527,190,False,439.8289737208961,42.32889345314888,995.9006187034004,43.17443816694845,976.3085182251154
2023-10-21,Store_A,Product_4,646.5405293778847,15,354.9026737558912,108,True,291.6378556219935,45.107436018375175,995.9006187034004,-349.3600893255157,884.0513399733802
2023-11-25,Store_A,Product_4,894.344205319604,44,601.4104931279712,79,False,292.9337121916328,32.754023612972325,995.9006187034004,-101.55641338379633,873.8893153194822
2023-12-20,Store_A,Product_4,828.3100119250628,20,612.5587771040343,170,False,215.75123482102845,26.047160086789763,995.9006187034004,-167.5906067783376,902.1781926256233
2023-01-24,Store_A,Product_4,758.7457381434397,64,371.9731590637061,56,False,386.7725790797336,50.975255561384756,995.9006187034004,-237.1548805599607,833.4031083272679
2023-11-28,Store_A,Product_4,1061.2028796035793,46,605.4666312043186,123,False,455.7362483992607,42.94525176651467,995.9006187034004,65.30226090017891,837.8286728739142
2023-03-10,Store_A,Product_4,1498.0525241958987,91,447.1963002147045,112,False,1050.8562239811943,70.14815615662451,995.9006187034004,-54.75359306211169,946.0957394718122
2023-04-22,Store_A,Product_4,898.3221257483864,28,433.9257963964692,167,True,464.3963293519172,51.695969189786084,995.9006187034004,-97.57849295501399,1014.5224820903653
2023-05-16,Store_A,Product_4,747.6701788321469,99,698.9809104243524,85,False,48.68926840779454,6.512131924780881,995.9006187034004,-248.23043987125345,951.8159419360788
2023-07-16,Store_A,Product_4,1073.5298585982844,68,289.9973492348376,182,False,783.5325093634467,72.98655953421833,995.9006187034004,77.629239894884,938.3073052465977
2023-10-23,Store_A,Product_4,902.230031451446,40,472.15671173611497,168,False,430.0733197153311,47.66781250048378,995.9006187034004,-93.67058725195432,930.5239064086293
2023-01-13,Store_A,Product_4,1058.4385456652747,48,481.26709815936255,65,False,577.171447505912,54.5304637543349,995.9006187034004,62.53792696187429,936.0381480591077
2023-05-17,Store_A,Product_4,960.8642882246096,62,647.8723609467892,93,False,312.9919272778204,32.573999378844235,995.9006187034004,-35.036330478790774,948.5465805543523
2023-03-31,Store_A,Product_4,960.8642882246096,98,544.9218721285034,75,False,415.9424160961062,43.288362487135785,995.9006187034004,42.18415928161107,1006.6295003849252
2023-05-28,Store_A,Product_4,926.6344668185844,19,649.7776541242023,179,False,276.85681269438214,29.877672653912292,995.9006187034004,-69.26615188481594,1004.2765914378022
2023-07-06,Store_A,Product_4,797.9908121432352,52,649.7776541242023,146,True,148.2131580190329,18.573291291532993,995.9006187034004,-197.90980656016518,952.1870447333943
2023-06-03,Store_A,Product_4,1163.6254572496368,54,289.314960864219,72,False,874.3104963854178,75.13676251565961,995.9006187034004,167.72483854623647,992.7392785383996
2023-10-01,Store_A,Product_4,1010.3567702397906,37,557.6793823913818,168,False,452.6773878484089,44.80371698216797,995.9006187034004,14.45615153639028,987.1936769893555
2023-08-08,Store_A,Product_4,653.9932521129417,94,688.3275767411062,114,False,-34.334324628164495,-5.24995090044677,995.9006187034004,-341.90736659045865,910.5201517128378
2023-05-23,Store_A,Product_4,637.3533427993909,82,394.1389409470801,101,False,243.21440185231086,38.160057462641,995.9006187034004,-358.54727590400944,852.663926908999
2023-09-03,Store_A,Product_4,846.9439876113316,70,260.2501128870342,144,False,586.6938747242974,69.2718625205632,995.9006187034004,-148.95663109206873,862.4545620026183
2023-03-11,Store_A,Product_4,820.2465550945203,84,299.7050979327837,175,False,520.5414571617366,63.46158407233451,995.9006187034004,-175.65406360888005,793.778781571595
2023-01-26,Store_A,Product_4,947.4680959367664,49,466.36130545888636,115,True,481.10679047788005,50.77815206032952,995.9006187034004,-48.43252276663395,829.4159000057298
2023-04-13,Store_A,Product_5,874.1050078151499,64,559.7720466912608,113,False,314.33296112388905,35.96054916898064,995.9006187034004,-121.79561088825051,874.1050078151499
